execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
334,7,182802,2,DIANA IN ANTHRACITE,SMALL,182802,gid://shopify/Product/10463833260337,gid://shopify/ProductVariant/52093413523761,active,gid://shopify/InventoryItem/54183835631921,keep barcode on this variant,high,Only active variant in duplicate group.
335,7,182802,2,DIANA,ANTHRACITE / SMALL,182802,gid://shopify/Product/10385306386737,gid://shopify/ProductVariant/51786224009521,archived,gid://shopify/InventoryItem/53857434501425,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
336,7,182803,2,DIANA IN ANTHRACITE,LARGE,182802,gid://shopify/Product/10463833260337,gid://shopify/ProductVariant/52093413556529,active,gid://shopify/InventoryItem/54183835664689,keep barcode on this variant,high,Only active variant in duplicate group.
337,7,182803,2,DIANA,ANTHRACITE / LARGE,182803,gid://shopify/Product/10385306386737,gid://shopify/ProductVariant/51786224042289,archived,gid://shopify/InventoryItem/53857434534193,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
338,7,193652,2,HIKE PANTS IN SAND/DUNE,SMALL,261952,gid://shopify/Product/9298361319729,gid://shopify/ProductVariant/48134827213105,active,gid://shopify/InventoryItem/50181563973937,keep barcode on this variant,high,Only active variant in duplicate group.
339,7,193652,2,HIKE PANTS IN SAND DUNE,SMALL,193652,gid://shopify/Product/10009775833393,gid://shopify/ProductVariant/50026384064817,archived,gid://shopify/InventoryItem/52076194824497,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
340,7,193653,2,HIKE PANTS IN SAND/DUNE,MEDIUM,193653,gid://shopify/Product/9298361319729,gid://shopify/ProductVariant/48134827245873,active,gid://shopify/InventoryItem/50181564006705,keep barcode on this variant,high,Only active variant in duplicate group.
341,7,193653,2,HIKE PANTS IN SAND DUNE,MEDIUM,193653,gid://shopify/Product/10009775833393,gid://shopify/ProductVariant/50026384130353,archived,gid://shopify/InventoryItem/52076194857265,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
342,7,193654,2,HIKE PANTS IN SAND/DUNE,LARGE,193654,gid://shopify/Product/9298361319729,gid://shopify/ProductVariant/52297152102705,active,gid://shopify/InventoryItem/54391505551665,keep barcode on this variant,high,Only active variant in duplicate group.
343,7,193654,2,HIKE PANTS IN SAND DUNE,LARGE,193654,gid://shopify/Product/10009775833393,gid://shopify/ProductVariant/50026454057265,archived,gid://shopify/InventoryItem/52076265472305,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
344,7,193655,2,HIKE PANTS IN SAND/DUNE,EXTRA - LARGE,193655,gid://shopify/Product/9298361319729,gid://shopify/ProductVariant/52297152135473,active,gid://shopify/InventoryItem/54391505584433,keep barcode on this variant,high,Only active variant in duplicate group.
345,7,193655,2,HIKE PANTS IN SAND DUNE,EXTRA-LARGE,193655,gid://shopify/Product/10009775833393,gid://shopify/ProductVariant/50026454090033,archived,gid://shopify/InventoryItem/52076265505073,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
346,7,193656,2,HIKE PANTS IN SAND/DUNE,2X - LARGE,193656,gid://shopify/Product/9298361319729,gid://shopify/ProductVariant/52297152168241,active,gid://shopify/InventoryItem/54391505617201,keep barcode on this variant,high,Only active variant in duplicate group.
347,7,193656,2,HIKE PANTS IN SAND DUNE,2X-LARGE,193656,gid://shopify/Product/10009775833393,gid://shopify/ProductVariant/50026454122801,archived,gid://shopify/InventoryItem/52076265537841,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
348,7,220603,2,PAUBAYA CROPPED TEE (SAND),MEDIUM,220603,gid://shopify/Product/10561959559473,gid://shopify/ProductVariant/52628287258929,active,gid://shopify/InventoryItem/54725757305137,keep barcode on this variant,high,Only active variant in duplicate group.
349,7,220603,2,PAUBAYA CROPPED TEE IN SAND,MEDIUM,220603,gid://shopify/Product/10510577336625,gid://shopify/ProductVariant/52301205045553,archived,gid://shopify/InventoryItem/54395558297905,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
350,7,220604,2,PAUBAYA CROPPED TEE (SAND),LARGE,220604,gid://shopify/Product/10561959559473,gid://shopify/ProductVariant/52628287291697,active,gid://shopify/InventoryItem/54725757337905,keep barcode on this variant,high,Only active variant in duplicate group.
351,8,220604,2,PAUBAYA CROPPED TEE IN SAND,LARGE,220604,gid://shopify/Product/10510577336625,gid://shopify/ProductVariant/52301205078321,archived,gid://shopify/InventoryItem/54395558330673,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
352,8,220605,2,PAUBAYA CROPPED TEE (SAND),EXTRA - LARGE,220605,gid://shopify/Product/10561959559473,gid://shopify/ProductVariant/52628287324465,active,gid://shopify/InventoryItem/54725757370673,keep barcode on this variant,high,Only active variant in duplicate group.
353,8,220605,2,PAUBAYA CROPPED TEE IN SAND,EXTRA LARGE,220605,gid://shopify/Product/10510577336625,gid://shopify/ProductVariant/52301205111089,archived,gid://shopify/InventoryItem/54395558363441,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
354,8,220606,2,PAUBAYA CROPPED TEE (SAND),2X - LARGE,220606,gid://shopify/Product/10561959559473,gid://shopify/ProductVariant/52628287357233,active,gid://shopify/InventoryItem/54725757403441,keep barcode on this variant,high,Only active variant in duplicate group.
355,8,220606,2,PAUBAYA CROPPED TEE IN SAND,2X - LARGE,220606,gid://shopify/Product/10510577336625,gid://shopify/ProductVariant/52301205143857,archived,gid://shopify/InventoryItem/54395558396209,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
356,8,285202,2,PLEATED ULTRA WIDE PANTS IN MOSS,SMALL,285202,gid://shopify/Product/9236941242673,gid://shopify/ProductVariant/47899931738417,active,gid://shopify/InventoryItem/49948087386417,keep barcode on this variant,high,Only active variant in duplicate group.
357,8,285202,2,PLEATED ULTRA WIDE PANTS IN MOSS GREEN,SMALL,285202,gid://shopify/Product/8318477009201,gid://shopify/ProductVariant/44915157401905,archived,gid://shopify/InventoryItem/46960260219185,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
358,8,285203,2,PLEATED ULTRA WIDE PANTS IN MOSS,MEDIUM,285203,gid://shopify/Product/9236941242673,gid://shopify/ProductVariant/47899931771185,active,gid://shopify/InventoryItem/49948087419185,keep barcode on this variant,high,Only active variant in duplicate group.
359,8,285203,2,PLEATED ULTRA WIDE PANTS IN MOSS GREEN,MEDIUM,285203,gid://shopify/Product/8318477009201,gid://shopify/ProductVariant/44915157434673,archived,gid://shopify/InventoryItem/46960260251953,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
360,8,285204,2,PLEATED ULTRA WIDE PANTS IN MOSS,LARGE,285204,gid://shopify/Product/9236941242673,gid://shopify/ProductVariant/47899931803953,active,gid://shopify/InventoryItem/49948087451953,keep barcode on this variant,high,Only active variant in duplicate group.
361,8,285204,2,PLEATED ULTRA WIDE PANTS IN MOSS GREEN,LARGE,285204,gid://shopify/Product/8318477009201,gid://shopify/ProductVariant/44915157467441,archived,gid://shopify/InventoryItem/46960260284721,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
362,8,285205,2,PLEATED ULTRA WIDE PANTS IN MOSS,EXTRA - LARGE,285205,gid://shopify/Product/9236941242673,gid://shopify/ProductVariant/47899931869489,active,gid://shopify/InventoryItem/49948087484721,keep barcode on this variant,high,Only active variant in duplicate group.
363,8,285205,2,PLEATED ULTRA WIDE PANTS IN MOSS GREEN,EXTRA - LARGE,285205,gid://shopify/Product/8318477009201,gid://shopify/ProductVariant/44915157500209,archived,gid://shopify/InventoryItem/46960260317489,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
364,8,285206,2,PLEATED ULTRA WIDE PANTS IN MOSS,2X - LARGE,285206,gid://shopify/Product/9236941242673,gid://shopify/ProductVariant/47899931902257,active,gid://shopify/InventoryItem/49948087517489,keep barcode on this variant,high,Only active variant in duplicate group.
365,8,285206,2,PLEATED ULTRA WIDE PANTS IN MOSS GREEN,2X - LARGE,285206,gid://shopify/Product/8318477009201,gid://shopify/ProductVariant/44915157532977,archived,gid://shopify/InventoryItem/46960260350257,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
366,8,321903,2,"""TAKUMI"" T-SHIRT (002) IN EARTH",SMALL,321903,gid://shopify/Product/10547603931441,gid://shopify/ProductVariant/52432624255281,active,gid://shopify/InventoryItem/54529292599601,keep barcode on this variant,high,Only active variant in duplicate group.
367,8,321903,2,MILITIA PANTS IN JUNGLE CAMO,MEDIUM,321903,gid://shopify/Product/9054862344497,gid://shopify/ProductVariant/47408078389553,archived,gid://shopify/InventoryItem/49457238901041,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
368,8,321904,2,"""TAKUMI"" T-SHIRT (002) IN EARTH",MEDIUM,321904,gid://shopify/Product/10547603931441,gid://shopify/ProductVariant/52432624288049,active,gid://shopify/InventoryItem/54529292632369,keep barcode on this variant,high,Only active variant in duplicate group.
369,8,321904,2,MILITIA PANTS IN JUNGLE CAMO,LARGE,321904,gid://shopify/Product/9054862344497,gid://shopify/ProductVariant/47408078422321,archived,gid://shopify/InventoryItem/49457238933809,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
370,8,321905,2,"""TAKUMI"" T-SHIRT (002) IN EARTH",LARGE,321905,gid://shopify/Product/10547603931441,gid://shopify/ProductVariant/52432624320817,active,gid://shopify/InventoryItem/54529292665137,keep barcode on this variant,high,Only active variant in duplicate group.
371,8,321905,2,MILITIA PANTS IN JUNGLE CAMO,EXTRA - LARGE,321905,gid://shopify/Product/9054862344497,gid://shopify/ProductVariant/47408078455089,archived,gid://shopify/InventoryItem/49457238966577,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
372,8,321906,2,"""TAKUMI"" T-SHIRT (002) IN EARTH",EXTRA LARGE,321906,gid://shopify/Product/10547603931441,gid://shopify/ProductVariant/52432624353585,active,gid://shopify/InventoryItem/54529292697905,keep barcode on this variant,high,Only active variant in duplicate group.
373,8,321906,2,MILITIA PANTS IN JUNGLE CAMO,2X - LARGE,321906,gid://shopify/Product/9054862344497,gid://shopify/ProductVariant/47408078487857,archived,gid://shopify/InventoryItem/49457238999345,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
374,8,322902,2,"""SARU"" PANTS (003) IN SLATE",SMALL,322902,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521068849,active,gid://shopify/InventoryItem/54529186857265,keep barcode on this variant,high,Only active variant in duplicate group.
375,8,322902,2,MILITIA LOUNGE PANTS IN DUSK CAMO,SMALL,322902,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878196017,archived,gid://shopify/InventoryItem/49071445836081,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
376,8,322903,2,"""SARU"" PANTS (003) IN SLATE",MEDIUM,322903,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521101617,active,gid://shopify/InventoryItem/54529186890033,keep barcode on this variant,high,Only active variant in duplicate group.
377,8,322903,2,MILITIA LOUNGE PANTS IN DUSK CAMO,MEDIUM,322903,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878228785,archived,gid://shopify/InventoryItem/49071445868849,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
378,8,322904,2,"""SARU"" PANTS (003) IN SLATE",LARGE,322904,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521134385,active,gid://shopify/InventoryItem/54529186922801,keep barcode on this variant,high,Only active variant in duplicate group.
379,8,322904,2,MILITIA LOUNGE PANTS IN DUSK CAMO,LARGE,322904,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878261553,archived,gid://shopify/InventoryItem/49071445901617,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
380,8,322905,2,"""SARU"" PANTS (003) IN SLATE",EXTRA - LARGE,322905,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521167153,active,gid://shopify/InventoryItem/54529186955569,keep barcode on this variant,high,Only active variant in duplicate group.
381,8,322905,2,MILITIA LOUNGE PANTS IN DUSK CAMO,EXTRA - LARGE,322905,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878294321,archived,gid://shopify/InventoryItem/49071445934385,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
382,8,322906,2,"""SARU"" PANTS (003) IN SLATE",2X - LARGE,322906,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521199921,active,gid://shopify/InventoryItem/54529186988337,keep barcode on this variant,high,Only active variant in duplicate group.
383,8,322906,2,MILITIA LOUNGE PANTS IN DUSK CAMO,2X - LARGE,322906,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878327089,archived,gid://shopify/InventoryItem/49071445967153,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
384,8,322907,2,"""SARU"" PANTS (003) IN SLATE",3X - LARGE,322907,gid://shopify/Product/10547589349681,gid://shopify/ProductVariant/52432521232689,active,gid://shopify/InventoryItem/54529187021105,keep barcode on this variant,high,Only active variant in duplicate group.
385,8,322907,2,MILITIA LOUNGE PANTS IN DUSK CAMO,3X - LARGE,322907,gid://shopify/Product/8899595862321,gid://shopify/ProductVariant/47022878359857,archived,gid://shopify/InventoryItem/49071445999921,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
386,8,577630,2,LAKESIDE BUCKET HAT IN SAVANNA SUN CAMO,SMALL,577630,gid://shopify/Product/8897958576433,gid://shopify/ProductVariant/47016589099313,active,gid://shopify/InventoryItem/49065130262833,keep barcode on this variant,high,Only active variant in duplicate group.
387,8,577630,2,LAKESIDE BUCKET HAT IN NADESHIKO PINK,LARGE,577630,gid://shopify/Product/8342919905585,gid://shopify/ProductVariant/45000156348721,archived,gid://shopify/InventoryItem/47045393908017,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
